"AAR","AARMND","ANTALL_ARBEIDSSOKERE","BOSTED_FYLKE_NR_NAVN","ALDER_GRUPPE_5AARIG","HOVEDGRUPPETEKST","KJONN"
2024,202403,111,"40 Telemark","35-39 år","Delvis ledige","I alt"
2025,202502,322,"40 Telemark","35-39 år","Helt ledige","I alt"
2024,202404,111,"40 Telemark","35-39 år","Delvis ledige","I alt"
2024,202411,180,"40 Telemark","45-49 år","Helt ledige","I alt"
2024,202406,123,"40 Telemark","30-34 år","Delvis ledige","I alt"
2024,202404,87,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2025,202504,118,"40 Telemark","60-64 år","Helt ledige","I alt"
2024,202411,1,"40 Telemark","65-69 år","Arbeidssøkere på tiltak","I alt"
2024,202411,10,"40 Telemark","19 år og under","Delvis ledige","I alt"
2024,202403,50,"40 Telemark","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202410,9,"40 Telemark","19 år og under","Delvis ledige","I alt"
2024,202403,1,"40 Telemark","70 år og over","Helt ledige","I alt"
2024,202406,88,"40 Telemark","50-54 år","Delvis ledige","I alt"
2024,202411,139,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2024,202404,82,"40 Telemark","55-59 år","Delvis ledige","I alt"
2025,202502,127,"40 Telemark","60-64 år","Helt ledige","I alt"
2025,202507,258,"40 Telemark","40-44 år","Helt ledige","I alt"
2025,202504,192,"40 Telemark","45-49 år","Helt ledige","I alt"
2024,202403,3,"40 Telemark","65-69 år","Arbeidssøkere på tiltak","I alt"
2025,202508,51,"40 Telemark","19 år og under","Helt ledige","I alt"
2025,202506,319,"40 Telemark","30-34 år","Helt ledige","I alt"
2025,202502,97,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2025,202507,73,"40 Telemark","65-69 år","Helt ledige","I alt"
2025,202506,247,"40 Telemark","40-44 år","Helt ledige","I alt"
2025,202504,97,"40 Telemark","25-29 år","Delvis ledige","I alt"
2024,202402,86,"40 Telemark","50-54 år","Delvis ledige","I alt"
2025,202502,100,"40 Telemark","50-54 år","Delvis ledige","I alt"
2024,202408,95,"40 Telemark","40-44 år","Delvis ledige","I alt"
2024,202410,81,"40 Telemark","20-24 år","Arbeidssøkere på tiltak","I alt"
2024,202406,42,"40 Telemark","50-54 år","Arbeidssøkere på tiltak","I alt"
2025,202506,39,"40 Telemark","45-49 år","Arbeidssøkere på tiltak","I alt"
2024,202404,93,"40 Telemark","30-34 år","Delvis ledige","I alt"
2024,202411,281,"40 Telemark","30-34 år","Helt ledige","I alt"
2025,202502,120,"40 Telemark","40-44 år","Delvis ledige","I alt"
2024,202401,12,"40 Telemark","19 år og under","Arbeidssøkere på tiltak","I alt"
2025,202502,2,"40 Telemark","65-69 år","Arbeidssøkere på tiltak","I alt"
2025,202501,1,"40 Telemark","65-69 år","Arbeidssøkere på tiltak","I alt"
2025,202506,82,"40 Telemark","55-59 år","Delvis ledige","I alt"
2024,202409,1,"40 Telemark","65-69 år","Arbeidssøkere på tiltak","I alt"
2024,202411,272,"40 Telemark","25-29 år","Helt ledige","I alt"
2025,202503,84,"40 Telemark","55-59 år","Delvis ledige","I alt"
2024,202406,105,"40 Telemark","55-59 år","Helt ledige","I alt"
2025,202505,8,"40 Telemark","60-64 år","Arbeidssøkere på tiltak","I alt"
2025,202507,88,"40 Telemark","25-29 år","Delvis ledige","I alt"
2024,202410,265,"40 Telemark","25-29 år","Helt ledige","I alt"
2024,202410,60,"40 Telemark","55-59 år","Delvis ledige","I alt"
2024,202404,87,"40 Telemark","50-54 år","Delvis ledige","I alt"
2024,202410,290,"40 Telemark","30-34 år","Helt ledige","I alt"
2024,202405,104,"40 Telemark","30-34 år","Delvis ledige","I alt"
2024,202405,87,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2025,202501,184,"40 Telemark","50-54 år","Helt ledige","I alt"
2025,202505,243,"40 Telemark","25-29 år","Helt ledige","I alt"
2025,202504,107,"40 Telemark","20-24 år","Delvis ledige","I alt"
2025,202504,87,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202405,100,"40 Telemark","60-64 år","Helt ledige","I alt"
2025,202507,63,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2024,202409,139,"40 Telemark","50-54 år","Helt ledige","I alt"
2024,202407,68,"40 Telemark","50-54 år","Delvis ledige","I alt"
2024,202407,41,"40 Telemark","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202401,71,"40 Telemark","40-44 år","Arbeidssøkere på tiltak","I alt"
2025,202508,34,"40 Telemark","45-49 år","Arbeidssøkere på tiltak","I alt"
2024,202407,7,"40 Telemark","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202406,7,"40 Telemark","19 år og under","Delvis ledige","I alt"
2024,202410,3,"40 Telemark","65-69 år","Arbeidssøkere på tiltak","I alt"
2025,202508,100,"40 Telemark","35-39 år","Delvis ledige","I alt"
2024,202412,139,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2025,202507,119,"40 Telemark","60-64 år","Helt ledige","I alt"
2024,202407,45,"40 Telemark","60-64 år","Delvis ledige","I alt"
2024,202402,131,"40 Telemark","55-59 år","Helt ledige","I alt"
2024,202402,113,"40 Telemark","35-39 år","Delvis ledige","I alt"
2025,202504,96,"40 Telemark","50-54 år","Delvis ledige","I alt"
2025,202504,110,"40 Telemark","40-44 år","Delvis ledige","I alt"
2024,202411,78,"40 Telemark","45-49 år","Arbeidssøkere på tiltak","I alt"
2025,202503,196,"40 Telemark","50-54 år","Helt ledige","I alt"
2025,202505,126,"40 Telemark","55-59 år","Helt ledige","I alt"
2024,202405,113,"40 Telemark","55-59 år","Helt ledige","I alt"
2025,202504,258,"40 Telemark","20-24 år","Helt ledige","I alt"
2025,202502,107,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2024,202410,17,"40 Telemark","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202403,79,"40 Telemark","55-59 år","Delvis ledige","I alt"
2024,202401,131,"40 Telemark","60-64 år","Helt ledige","I alt"
2025,202503,58,"40 Telemark","50-54 år","Arbeidssøkere på tiltak","I alt"
2025,202507,35,"40 Telemark","60-64 år","Delvis ledige","I alt"
2025,202505,66,"40 Telemark","19 år og under","Helt ledige","I alt"
2024,202405,86,"40 Telemark","50-54 år","Delvis ledige","I alt"
2024,202401,70,"40 Telemark","20-24 år","Arbeidssøkere på tiltak","I alt"
2024,202406,120,"40 Telemark","35-39 år","Delvis ledige","I alt"
2024,202411,108,"40 Telemark","35-39 år","Delvis ledige","I alt"
2024,202402,97,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202404,75,"40 Telemark","40-44 år","Arbeidssøkere på tiltak","I alt"
2024,202411,23,"40 Telemark","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202407,106,"40 Telemark","60-64 år","Helt ledige","I alt"
2024,202410,60,"40 Telemark","60-64 år","Delvis ledige","I alt"
2025,202506,231,"40 Telemark","20-24 år","Helt ledige","I alt"
2025,202501,112,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2025,202507,81,"40 Telemark","50-54 år","Delvis ledige","I alt"
2025,202505,102,"40 Telemark","20-24 år","Delvis ledige","I alt"
2024,202405,108,"40 Telemark","25-29 år","Delvis ledige","I alt"
2024,202404,121,"40 Telemark","55-59 år","Helt ledige","I alt"
2024,202402,88,"40 Telemark","45-49 år","Delvis ledige","I alt"
2024,202402,104,"40 Telemark","25-29 år","Delvis ledige","I alt"
2024,202402,160,"40 Telemark","50-54 år","Helt ledige","I alt"
2025,202501,82,"40 Telemark","50-54 år","Delvis ledige","I alt"
2024,202401,40,"40 Telemark","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202403,91,"40 Telemark","40-44 år","Arbeidssøkere på tiltak","I alt"
2025,202502,19,"40 Telemark","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202401,138,"40 Telemark","55-59 år","Helt ledige","I alt"
2025,202501,72,"40 Telemark","55-59 år","Delvis ledige","I alt"
2024,202405,109,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2024,202408,320,"40 Telemark","30-34 år","Helt ledige","I alt"
2024,202408,21,"40 Telemark","55-59 år","Arbeidssøkere på tiltak","I alt"
2024,202403,218,"40 Telemark","45-49 år","Helt ledige","I alt"
2024,202406,72,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202408,87,"40 Telemark","45-49 år","Delvis ledige","I alt"
2024,202410,144,"40 Telemark","50-54 år","Helt ledige","I alt"
2024,202405,249,"40 Telemark","35-39 år","Helt ledige","I alt"
2024,202406,288,"40 Telemark","30-34 år","Helt ledige","I alt"
2024,202405,85,"40 Telemark","35-39 år","Arbeidssøkere på tiltak","I alt"
2025,202508,11,"40 Telemark","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202409,17,"40 Telemark","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202401,69,"40 Telemark","55-59 år","Delvis ledige","I alt"
2024,202403,164,"40 Telemark","50-54 år","Helt ledige","I alt"
2024,202405,116,"40 Telemark","40-44 år","Delvis ledige","I alt"
2024,202409,296,"40 Telemark","30-34 år","Helt ledige","I alt"
2024,202410,109,"40 Telemark","40-44 år","Delvis ledige","I alt"
2024,202408,289,"40 Telemark","20-24 år","Helt ledige","I alt"
2025,202503,90,"40 Telemark","25-29 år","Delvis ledige","I alt"
2025,202506,31,"40 Telemark","50-54 år","Arbeidssøkere på tiltak","I alt"
2025,202505,18,"40 Telemark","19 år og under","Arbeidssøkere på tiltak","I alt"
2025,202503,68,"40 Telemark","65-69 år","Helt ledige","I alt"
2025,202508,78,"40 Telemark","20-24 år","Delvis ledige","I alt"
2024,202408,112,"40 Telemark","30-34 år","Delvis ledige","I alt"
2024,202412,193,"40 Telemark","45-49 år","Helt ledige","I alt"
2025,202502,56,"40 Telemark","60-64 år","Delvis ledige","I alt"
2024,202405,100,"40 Telemark","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202504,126,"40 Telemark","35-39 år","Delvis ledige","I alt"
2025,202501,317,"40 Telemark","25-29 år","Helt ledige","I alt"
2024,202412,84,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202403,94,"40 Telemark","19 år og under","Helt ledige","I alt"
2024,202401,75,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202405,54,"40 Telemark","65-69 år","Helt ledige","I alt"
2024,202412,21,"40 Telemark","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202404,10,"40 Telemark","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202401,3,"40 Telemark","65-69 år","Arbeidssøkere på tiltak","I alt"
2025,202507,109,"40 Telemark","30-34 år","Delvis ledige","I alt"
2024,202410,91,"40 Telemark","40-44 år","Arbeidssøkere på tiltak","I alt"
2024,202411,115,"40 Telemark","40-44 år","Delvis ledige","I alt"
2024,202411,92,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202405,26,"40 Telemark","65-69 år","Delvis ledige","I alt"
2024,202403,89,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2024,202411,16,"40 Telemark","60-64 år","Arbeidssøkere på tiltak","I alt"
2025,202506,65,"40 Telemark","65-69 år","Helt ledige","I alt"
2024,202407,14,"40 Telemark","65-69 år","Delvis ledige","I alt"
2024,202407,92,"40 Telemark","40-44 år","Delvis ledige","I alt"
2024,202403,23,"40 Telemark","65-69 år","Delvis ledige","I alt"
2024,202411,103,"40 Telemark","25-29 år","Delvis ledige","I alt"
2025,202507,48,"40 Telemark","40-44 år","Arbeidssøkere på tiltak","I alt"
2025,202501,364,"40 Telemark","30-34 år","Helt ledige","I alt"
2025,202501,309,"40 Telemark","20-24 år","Helt ledige","I alt"
2025,202504,31,"40 Telemark","55-59 år","Arbeidssøkere på tiltak","I alt"
2025,202505,65,"40 Telemark","60-64 år","Delvis ledige","I alt"
2024,202406,79,"40 Telemark","35-39 år","Arbeidssøkere på tiltak","I alt"
2025,202501,81,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202412,115,"40 Telemark","60-64 år","Helt ledige","I alt"
2024,202401,116,"40 Telemark","35-39 år","Delvis ledige","I alt"
2024,202408,70,"40 Telemark","35-39 år","Arbeidssøkere på tiltak","I alt"
2025,202506,72,"40 Telemark","45-49 år","Delvis ledige","I alt"
2025,202503,110,"40 Telemark","35-39 år","Delvis ledige","I alt"
2025,202505,84,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202402,61,"40 Telemark","65-69 år","Helt ledige","I alt"
2024,202402,51,"40 Telemark","50-54 år","Arbeidssøkere på tiltak","I alt"
2025,202507,11,"40 Telemark","19 år og under","Delvis ledige","I alt"
2025,202506,15,"40 Telemark","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202404,4,"40 Telemark","65-69 år","Arbeidssøkere på tiltak","I alt"
2024,202405,3,"40 Telemark","65-69 år","Arbeidssøkere på tiltak","I alt"
2025,202504,25,"40 Telemark","65-69 år","Delvis ledige","I alt"
2024,202406,177,"40 Telemark","45-49 år","Helt ledige","I alt"
2024,202403,217,"40 Telemark","40-44 år","Helt ledige","I alt"
2025,202507,96,"40 Telemark","35-39 år","Delvis ledige","I alt"
2025,202504,67,"40 Telemark","65-69 år","Helt ledige","I alt"
2025,202505,273,"40 Telemark","35-39 år","Helt ledige","I alt"
2025,202505,128,"40 Telemark","35-39 år","Delvis ledige","I alt"
2025,202506,66,"40 Telemark","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202503,96,"40 Telemark","50-54 år","Delvis ledige","I alt"
2024,202407,92,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2025,202502,85,"40 Telemark","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202501,77,"40 Telemark","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202508,60,"40 Telemark","20-24 år","Arbeidssøkere på tiltak","I alt"
2024,202402,103,"40 Telemark","20-24 år","Arbeidssøkere på tiltak","I alt"
2024,202412,276,"40 Telemark","35-39 år","Helt ledige","I alt"
2024,202406,238,"40 Telemark","35-39 år","Helt ledige","I alt"
2024,202411,22,"40 Telemark","65-69 år","Delvis ledige","I alt"
2024,202408,132,"40 Telemark","55-59 år","Helt ledige","I alt"
2024,202404,199,"40 Telemark","45-49 år","Helt ledige","I alt"
2024,202411,94,"40 Telemark","20-24 år","Delvis ledige","I alt"
2024,202403,120,"40 Telemark","60-64 år","Helt ledige","I alt"
2025,202501,134,"40 Telemark","60-64 år","Helt ledige","I alt"
2024,202402,58,"40 Telemark","45-49 år","Arbeidssøkere på tiltak","I alt"
2024,202411,71,"40 Telemark","19 år og under","Helt ledige","I alt"
2025,202501,95,"40 Telemark","20-24 år","Delvis ledige","I alt"
2024,202401,56,"40 Telemark","45-49 år","Arbeidssøkere på tiltak","I alt"
2024,202409,126,"40 Telemark","55-59 år","Helt ledige","I alt"
2024,202401,101,"40 Telemark","20-24 år","Delvis ledige","I alt"
2024,202402,105,"40 Telemark","20-24 år","Delvis ledige","I alt"
2024,202401,7,"40 Telemark","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202409,51,"40 Telemark","60-64 år","Delvis ledige","I alt"
2025,202507,84,"40 Telemark","40-44 år","Delvis ledige","I alt"
2025,202507,196,"40 Telemark","45-49 år","Helt ledige","I alt"
2024,202411,102,"40 Telemark","35-39 år","Arbeidssøkere på tiltak","I alt"
2024,202406,280,"40 Telemark","25-29 år","Helt ledige","I alt"
2024,202406,101,"40 Telemark","25-29 år","Delvis ledige","I alt"
2025,202504,80,"40 Telemark","55-59 år","Delvis ledige","I alt"
2024,202401,22,"40 Telemark","65-69 år","Delvis ledige","I alt"
2024,202403,129,"40 Telemark","55-59 år","Helt ledige","I alt"
2024,202412,62,"40 Telemark","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202406,25,"40 Telemark","65-69 år","Delvis ledige","I alt"
2025,202506,1,"40 Telemark","70 år og over","Helt ledige","I alt"
2025,202504,91,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2025,202503,363,"40 Telemark","30-34 år","Helt ledige","I alt"
2025,202508,107,"40 Telemark","60-64 år","Helt ledige","I alt"
2024,202408,95,"40 Telemark","25-29 år","Delvis ledige","I alt"
2025,202506,28,"40 Telemark","65-69 år","Delvis ledige","I alt"
2025,202501,85,"40 Telemark","19 år og under","Helt ledige","I alt"
2024,202411,63,"40 Telemark","50-54 år","Arbeidssøkere på tiltak","I alt"
2025,202504,44,"40 Telemark","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202407,63,"40 Telemark","55-59 år","Delvis ledige","I alt"
2025,202508,9,"40 Telemark","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202406,2,"40 Telemark","65-69 år","Arbeidssøkere på tiltak","I alt"
2025,202502,23,"40 Telemark","65-69 år","Delvis ledige","I alt"
2024,202408,51,"40 Telemark","65-69 år","Helt ledige","I alt"
2024,202406,9,"40 Telemark","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202404,114,"40 Telemark","40-44 år","Delvis ledige","I alt"
2024,202407,56,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2025,202505,169,"40 Telemark","50-54 år","Helt ledige","I alt"
2024,202410,93,"40 Telemark","30-34 år","Arbeidssøkere på tiltak","I alt"
2025,202504,252,"40 Telemark","40-44 år","Helt ledige","I alt"
2024,202405,265,"40 Telemark","30-34 år","Helt ledige","I alt"
2024,202405,190,"40 Telemark","40-44 år","Helt ledige","I alt"
2024,202401,125,"40 Telemark","40-44 år","Delvis ledige","I alt"
2025,202501,104,"40 Telemark","35-39 år","Arbeidssøkere på tiltak","I alt"
2024,202403,77,"40 Telemark","50-54 år","Delvis ledige","I alt"
2025,202506,106,"40 Telemark","40-44 år","Delvis ledige","I alt"
2024,202405,109,"40 Telemark","35-39 år","Delvis ledige","I alt"
2024,202402,97,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2025,202503,91,"40 Telemark","40-44 år","Arbeidssøkere på tiltak","I alt"
2025,202505,110,"40 Telemark","60-64 år","Helt ledige","I alt"
2025,202502,95,"40 Telemark","40-44 år","Arbeidssøkere på tiltak","I alt"
2024,202410,93,"40 Telemark","35-39 år","Arbeidssøkere på tiltak","I alt"
2024,202409,75,"40 Telemark","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202503,22,"40 Telemark","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202403,26,"40 Telemark","55-59 år","Arbeidssøkere på tiltak","I alt"
2024,202403,9,"40 Telemark","60-64 år","Arbeidssøkere på tiltak","I alt"
2025,202507,11,"40 Telemark","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202408,235,"40 Telemark","40-44 år","Helt ledige","I alt"
2024,202407,333,"40 Telemark","30-34 år","Helt ledige","I alt"
2025,202505,81,"40 Telemark","35-39 år","Arbeidssøkere på tiltak","I alt"
2024,202412,254,"40 Telemark","20-24 år","Helt ledige","I alt"
2025,202501,104,"40 Telemark","35-39 år","Delvis ledige","I alt"
2025,202502,76,"40 Telemark","45-49 år","Arbeidssøkere på tiltak","I alt"
2024,202406,82,"40 Telemark","55-59 år","Delvis ledige","I alt"
2024,202412,143,"40 Telemark","50-54 år","Helt ledige","I alt"
2025,202508,54,"40 Telemark","40-44 år","Arbeidssøkere på tiltak","I alt"
2025,202505,233,"40 Telemark","20-24 år","Helt ledige","I alt"
2024,202411,58,"40 Telemark","60-64 år","Delvis ledige","I alt"
2024,202404,102,"40 Telemark","60-64 år","Helt ledige","I alt"
2025,202505,82,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2025,202505,34,"40 Telemark","55-59 år","Arbeidssøkere på tiltak","I alt"
2024,202407,247,"40 Telemark","20-24 år","Helt ledige","I alt"
2025,202501,59,"40 Telemark","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202406,20,"40 Telemark","55-59 år","Arbeidssøkere på tiltak","I alt"
2024,202408,290,"40 Telemark","35-39 år","Helt ledige","I alt"
2024,202410,103,"40 Telemark","30-34 år","Delvis ledige","I alt"
2024,202401,290,"40 Telemark","20-24 år","Helt ledige","I alt"
2025,202506,121,"40 Telemark","30-34 år","Delvis ledige","I alt"
2024,202402,63,"40 Telemark","60-64 år","Delvis ledige","I alt"
2024,202409,95,"40 Telemark","19 år og under","Helt ledige","I alt"
2025,202506,70,"40 Telemark","25-29 år","Arbeidssøkere på tiltak","I alt"
2024,202412,121,"40 Telemark","40-44 år","Delvis ledige","I alt"
2024,202404,56,"40 Telemark","45-49 år","Arbeidssøkere på tiltak","I alt"
